Typelist,TableName,Code,Name,Description,Priority
"DogBreed_De","pctl_dogbreed_de","RafeiroAlentejo","Rafeiro do Alentejo","Rafeiro do Alentejo","-1"
"DogBreed_De","pctl_dogbreed_de","Rebhuhnhund","Rebhuhnhund","Rebhuhnhund","-1"
"DogBreed_De","pctl_dogbreed_de","RetrieverChes","Retriever (Chesapeake Bay Retriever)","Retriever (Chesapeake Bay Retriever)","-1"
"DogBreed_De","pctl_dogbreed_de","RetrieverCurl","Retriever (Curly Coated Retriever)","Retriever (Curly Coated Retriever)","-1"
"DogBreed_De","pctl_dogbreed_de","RetrieverFlat","Retriever (Flat Coated Retriever)","Retriever (Flat Coated Retriever)","-1"
"DogBreed_De","pctl_dogbreed_de","RetrieverGold","Retriever (Golden Retriever)","Retriever (Golden Retriever)","-1"
"DogBreed_De","pctl_dogbreed_de","RetrieverLabr","Retriever (Labrador Retriever)","Retriever (Labrador Retriever)","-1"
"DogBreed_De","pctl_dogbreed_de","RetrieverScot","Retriever (Nova Scotia Duck Tolling Retriever)","Retriever (Nova Scotia Duck Tolling Retriever)","-1"
"DogBreed_De","pctl_dogbreed_de","Ridgeback","Ridgeback (Rhodesian Ridgeback)","Ridgeback (Rhodesian Ridgeback)","-1"
"DogBreed_De","pctl_dogbreed_de","Rottweiler","Rottweiler","Rottweiler","-1"
"DogBreed_De","pctl_dogbreed_de","RussischLaika","Russisch-Europäischer Laika","Russisch-Europäischer Laika","-1"
"DogBreed_De","pctl_dogbreed_de","SabuesoEsp","Sabueso Espanol","Sabueso Espanol","-1"
"DogBreed_De","pctl_dogbreed_de","Saluki","Saluki","Saluki","-1"
"DogBreed_De","pctl_dogbreed_de","Samojede","Samojede","Samojede","-1"
"DogBreed_De","pctl_dogbreed_de","SanktBernhardsHund","Sankt-Bernhards-Hund","Sankt-Bernhards-Hund","-1"
"DogBreed_De","pctl_dogbreed_de","Sarplaninac","Sarplaninac","Sarplaninac","-1"
"DogBreed_De","pctl_dogbreed_de","Schaeferhund","Schäferhund","Schäferhund","-1"
"DogBreed_De","pctl_dogbreed_de","SchaeferhundACWeis","Schäferhund (AC Weisser Schäferhund)","Schäferhund (AC Weisser Schäferhund)","-1"
"DogBreed_De","pctl_dogbreed_de","SchaeferhundBelg","Schäferhund (Belgischer Schäferhund)","Schäferhund (Belgischer Schäferhund)","-1"
"DogBreed_De","pctl_dogbreed_de","SchaeferhundDeut","Schäferhund (Deutscher Schäferhund)","Schäferhund (Deutscher Schäferhund)","-1"
"DogBreed_De","pctl_dogbreed_de","SchaeferhundHoll","Schäferhund (Holländischer Schäferhund)","Schäferhund (Holländischer Schäferhund)","-1"
"DogBreed_De","pctl_dogbreed_de","SchaeferhundIlly","Schäferhund (Illyrischer Schäferhund)","Schäferhund (Illyrischer Schäferhund)","-1"
"DogBreed_De","pctl_dogbreed_de","SchaeferhundKars","Schäferhund (Karst Schäferhund)","Schäferhund (Karst Schäferhund)","-1"
"DogBreed_De","pctl_dogbreed_de","SchaeferhundKata","Schäferhund (Katalonischer Schäferhund)","Schäferhund (Katalonischer Schäferhund)","-1"
"DogBreed_De","pctl_dogbreed_de","SchaeferhundKroa","Schäferhund (Kroatischer Schäferhund)","Schäferhund (Kroatischer Schäferhund)","-1"
"DogBreed_De","pctl_dogbreed_de","SchaeferhundAbru","Schäferhund (Maremmen-Abruzzen-Schäferhund)","Schäferhund (Maremmen-Abruzzen-Schäferhund)","-1"
"DogBreed_De","pctl_dogbreed_de","SchaeferhundPyreK","Schäferhund (Pyreäenschäferhund, Kurzhaar)","Schäferhund (Pyreäenschäferhund, Kurzhaar)","-1"
"DogBreed_De","pctl_dogbreed_de","SchaeferhundPyreL","Schäferhund (Pyrenäenschäferhund, Langhaar)","Schäferhund (Pyrenäenschäferhund, Langhaar)","-1"
"DogBreed_De","pctl_dogbreed_de","SchaeferhundWeis","Schäferhund (Weisser Schäferhund)","Schäferhund (Weisser Schäferhund)","-1"
"DogBreed_De","pctl_dogbreed_de","Schapendoes","Schapendoes","Schapendoes","-1"
"DogBreed_De","pctl_dogbreed_de","Schillerstoevare","Schillerstövare","Schillerstövare","-1"
"DogBreed_De","pctl_dogbreed_de","Schnauzer","Schnauzer","Schnauzer","-1"
"DogBreed_De","pctl_dogbreed_de","SchnauzerRiese","Schnauzer (Riesenschnauzer)","Schnauzer (Riesenschnauzer)","-1"
"DogBreed_De","pctl_dogbreed_de","SchnauzerZwerg","Schnauzer (Zwergschnauzer)","Schnauzer (Zwergschnauzer)","-1"
"DogBreed_De","pctl_dogbreed_de","Schweisshund","Schweisshund (Hannoverscher Schweisshund)","Schweisshund (Hannoverscher Schweisshund)","-1"
"DogBreed_De","pctl_dogbreed_de","SegugioItaliano","Segugio Italiano","Segugio Italiano","-1"
"DogBreed_De","pctl_dogbreed_de","SennenhundAppe","Sennenhund (Appenzeller Sennenhund)","Sennenhund (Appenzeller Sennenhund)","-1"
"DogBreed_De","pctl_dogbreed_de","SennenhundBern","Sennenhund (Berner Sennenhund)","Sennenhund (Berner Sennenhund)","-1"
"DogBreed_De","pctl_dogbreed_de","SennenhundEntl","Sennenhund (Entlebucher Sennenhund)","Sennenhund (Entlebucher Sennenhund)","-1"
"DogBreed_De","pctl_dogbreed_de","SennenhundSchw","Sennenhund (Großer Schweizer Sennenhund)","Sennenhund (Großer Schweizer Sennenhund)","-1"
"DogBreed_De","pctl_dogbreed_de","SetterEngl","Setter (English Setter)","Setter (English Setter)","-1"
"DogBreed_De","pctl_dogbreed_de","SetterGord","Setter (Gordon Setter)","Setter (Gordon Setter)","-1"
"DogBreed_De","pctl_dogbreed_de","SetterIrisRW","Setter (Irisch rot-weisser Setter)","Setter (Irisch rot-weisser Setter)","-1"
"DogBreed_De","pctl_dogbreed_de","SetterIris","Setter (Irish Setter)","Setter (Irish Setter)","-1"
"DogBreed_De","pctl_dogbreed_de","SharPei","Shar-Pei","Shar-Pei","-1"
"DogBreed_De","pctl_dogbreed_de","SheepdogEngl","Sheepdog (Old English Sheepdog)","Sheepdog (Old English Sheepdog)","-1"
"DogBreed_De","pctl_dogbreed_de","SheepdogShet","Sheepdog (Shetland Sheepdog)","Sheepdog (Shetland Sheepdog)","-1"
"DogBreed_De","pctl_dogbreed_de","Sheltie","Sheltie","Sheltie","-1"
"DogBreed_De","pctl_dogbreed_de","ShibaInu","Shiba Inu","Shiba Inu","-1"
"DogBreed_De","pctl_dogbreed_de","ShihTzu","Shih Tzu","Shih Tzu","-1"
"DogBreed_De","pctl_dogbreed_de","ShikokuInu","Shikoku Inu","Shikoku Inu","-1"
"DogBreed_De","pctl_dogbreed_de","SiberianHusky","Siberian Husky","Siberian Husky","-1"
"DogBreed_De","pctl_dogbreed_de","Sloughi","Sloughi","Sloughi","-1"
"DogBreed_De","pctl_dogbreed_de","SlovenskyCuva","Slovensky (Cuvac Slovensky)","Slovensky (Cuvac Slovensky)","-1"
"DogBreed_De","pctl_dogbreed_de","SlovenskyHrub","Slovensky (Hruborsty Stavac Slovensky)","Slovensky (Hruborsty Stavac Slovensky)","-1"
"DogBreed_De","pctl_dogbreed_de","SlovenskyKopo","Slovensky (Kopov Slovensky)","Slovensky (Kopov Slovensky)","-1"
"DogBreed_De","pctl_dogbreed_de","SlowTchuwatsch","Slowakischer Tchuwatsch","Slowakischer Tchuwatsch","-1"
"DogBreed_De","pctl_dogbreed_de","Smalandsstoevare","Smalandsstövare","Smalandsstövare","-1"
"DogBreed_De","pctl_dogbreed_de","SpanielAmCock","Spaniel (American Cocker Spaniel)","Spaniel (American Cocker Spaniel)","-1"
"DogBreed_De","pctl_dogbreed_de","SpanielAmWass","Spaniel (Amerikanischer Wasserspaniel)","Spaniel (Amerikanischer Wasserspaniel)","-1"
"DogBreed_De","pctl_dogbreed_de","SpanielCava","Spaniel (Cavalier King Charles Spaniel)","Spaniel (Cavalier King Charles Spaniel)","-1"
"DogBreed_De","pctl_dogbreed_de","SpanielClum","Spaniel (Clumber Spaniel)","Spaniel (Clumber Spaniel)","-1"
"DogBreed_De","pctl_dogbreed_de","SpanielCock","Spaniel (Cocker Spaniel)","Spaniel (Cocker Spaniel)","-1"
"DogBreed_De","pctl_dogbreed_de","SpanielEnCock","Spaniel (Englischer Cocker Spaniel)","Spaniel (Englischer Cocker Spaniel)","-1"
"DogBreed_De","pctl_dogbreed_de","SpanielEnSprin","Spaniel (Englischer Springer Spaniel)","Spaniel (Englischer Springer Spaniel)","-1"
"DogBreed_De","pctl_dogbreed_de","SpanielFiel","Spaniel (Field Spaniel)","Spaniel (Field Spaniel)","-1"
"DogBreed_De","pctl_dogbreed_de","SpanielIrWass","Spaniel (Irischer Wasserspaniel)","Spaniel (Irischer Wasserspaniel)","-1"
"DogBreed_De","pctl_dogbreed_de","SpanielKing","Spaniel (King Charles Spaniel)","Spaniel (King Charles Spaniel)","-1"
"DogBreed_De","pctl_dogbreed_de","SpanielSuss","Spaniel (Sussex Spaniel)","Spaniel (Sussex Spaniel)","-1"
"DogBreed_De","pctl_dogbreed_de","SpanielTibe","Spaniel (Tibet Spaniel)","Spaniel (Tibet Spaniel)","-1"
"DogBreed_De","pctl_dogbreed_de","SpanielWeSprin","Spaniel (Welsh Springer Spaniel)","Spaniel (Welsh Springer Spaniel)","-1"
"DogBreed_De","pctl_dogbreed_de","SpanishMastiff","Spanish Mastiff","Spanish Mastiff","-1"
"DogBreed_De","pctl_dogbreed_de","SpinoneItaliano","Spinone Italiano","Spinone Italiano","-1"
"DogBreed_De","pctl_dogbreed_de","Spitz","Spitz","Spitz","-1"
"DogBreed_De","pctl_dogbreed_de","SpitzDeut","Spitz (Deutscher Spitz)","Spitz (Deutscher Spitz)","-1"
"DogBreed_De","pctl_dogbreed_de","SpitzFinn","Spitz (Finnenspitz)","Spitz (Finnenspitz)","-1"
"DogBreed_De","pctl_dogbreed_de","SpitzJapa","Spitz (Japan-Spitz)","Spitz (Japan-Spitz)","-1"
"DogBreed_De","pctl_dogbreed_de","SpitzNorb","Spitz (Norbottenspitz)","Spitz (Norbottenspitz)","-1"
"DogBreed_De","pctl_dogbreed_de","SpitzSchw","Spitz (Schwedischer Schäferspitz)","Spitz (Schwedischer Schäferspitz)","-1"
"DogBreed_De","pctl_dogbreed_de","Stabijhoun","Stabijhoun","Stabijhoun","-1"
"DogBreed_De","pctl_dogbreed_de","SuedrussischerOwtscharka","Südrussischer Owtscharka","Südrussischer Owtscharka","-1"
"DogBreed_De","pctl_dogbreed_de","Suomenajokoira","Suomenajokoira","Suomenajokoira","-1"
"DogBreed_De","pctl_dogbreed_de","Suomenlapinkoira","Suomenlapinkoira","Suomenlapinkoira","-1"
"DogBreed_De","pctl_dogbreed_de","Suomenpystykorva","Suomenpystykorva","Suomenpystykorva","-1"
"DogBreed_De","pctl_dogbreed_de","Tatrahund","Tatrahund","Tatrahund","-1"
"DogBreed_De","pctl_dogbreed_de","Teckel","Teckel","Teckel","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierAir","Terrier (Airedale Terrier)","Terrier (Airedale Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierAmePit","Terrier (American Pit Bull Terrier)","Terrier (American Pit Bull Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierAmeSta","Terrier (American Stafford Terrier)","Terrier (American Stafford Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierAmeStaShi","Terrier (American Staffordshire Terrier)","Terrier (American Staffordshire Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierAusSil","Terrier (Australian Silky Terrier)","Terrier (Australian Silky Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierAus","Terrier (Australian Terrier)","Terrier (Australian Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierBed","Terrier (Bedlington Terrier)","Terrier (Bedlington Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierBor","Terrier (Border Terrier)","Terrier (Border Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierBul","Terrier (Bullterrier)","Terrier (Bullterrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierCai","Terrier (Cairn Terrier)","Terrier (Cairn Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierCes","Terrier (Cesky Terrier)","Terrier (Cesky Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierDanDin","Terrier (Dandie Dinmont Terrier)","Terrier (Dandie Dinmont Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierDeuJag","Terrier (Deutscher Jagdterrier)","Terrier (Deutscher Jagdterrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierEng","Terrier (English Toy Terrier)","Terrier (English Toy Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierFox","Terrier (Fox Terrier)","Terrier (Fox Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierGlenIma","Terrier (Glen of Imaal Terrier)","Terrier (Glen of Imaal Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierIrish","Terrier (Irish Terrier)","Terrier (Irish Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierJacRus","Terrier (Jack Russell Terrier)","Terrier (Jack Russell Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierJap","Terrier (Japanischer Terrier)","Terrier (Japanischer Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierKerBlu","Terrier (Kerry Blue Terrier)","Terrier (Kerry Blue Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierLak","Terrier (Lakeland Terrier)","Terrier (Lakeland Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierMan","Terrier (Manchester Terrier)","Terrier (Manchester Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierMinBul","Terrier (Miniatur Bull Terrier)","Terrier (Miniatur Bull Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierNorf","Terrier (Norfolk Terrier)","Terrier (Norfolk Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierNorw","Terrier (Norwich Terrier)","Terrier (Norwich Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierParJac","Terrier (Parson Jack Russel Terrier)","Terrier (Parson Jack Russel Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierPit","Terrier (Pitbullterrier)","Terrier (Pitbullterrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierSchRus","Terrier (Schwarzer Russischer Terrier)","Terrier (Schwarzer Russischer Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierSch","Terrier (Schwarzer Terrier)","Terrier (Schwarzer Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierSco","Terrier (Scottish Terrier)","Terrier (Scottish Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierSea","Terrier (Sealyham Terrier)","Terrier (Sealyham Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierSky","Terrier (Skye Terrier)","Terrier (Skye Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierSofCoa","Terrier (Soft-Coated Wheaten Terrier)","Terrier (Soft-Coated Wheaten Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierStaShi","Terrier (Staffordshire Bullterrier)","Terrier (Staffordshire Bullterrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierTib","Terrier (Tibet Terrier)","Terrier (Tibet Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierWel","Terrier (Welsh Terrier)","Terrier (Welsh Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierWesHig","Terrier (West Highland White Terrier)","Terrier (West Highland White Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","TerrierYor","Terrier (Yorkshire Terrier)","Terrier (Yorkshire Terrier)","-1"
"DogBreed_De","pctl_dogbreed_de","Tervueren","Tervueren","Tervueren","-1"
"DogBreed_De","pctl_dogbreed_de","TibetMastiff","Tibet Mastiff","Tibet Mastiff","-1"
"DogBreed_De","pctl_dogbreed_de","Toller","Toller","Toller","-1"
"DogBreed_De","pctl_dogbreed_de","TosaInu","Tosa Inu","Tosa Inu","-1"
"DogBreed_De","pctl_dogbreed_de","Vallhund","Vallhund","Vallhund","-1"
"DogBreed_De","pctl_dogbreed_de","Vaestgoetaspets","Västgötaspets","Västgötaspets","-1"
"DogBreed_De","pctl_dogbreed_de","VolpinoItaliano","Volpino Italiano","Volpino Italiano","-1"
"DogBreed_De","pctl_dogbreed_de","VorstehhundDeuD","Vorstehhund (Deutscher drahthaariger Vorstehhund)","Vorstehhund (Deutscher drahthaariger Vorstehhund)","-1"
"DogBreed_De","pctl_dogbreed_de","VorstehhundDeuK","Vorstehhund (Deutscher kurzhaariger Vorstehhund)","Vorstehhund (Deutscher kurzhaariger Vorstehhund)","-1"
"DogBreed_De","pctl_dogbreed_de","VorstehhundDeuL","Vorstehhund (Deutscher langhaariger Vorstehhund)","Vorstehhund (Deutscher langhaariger Vorstehhund)","-1"
"DogBreed_De","pctl_dogbreed_de","VorstehhundDeuS","Vorstehhund (Deutscher stichelhaariger Vorstehhund)","Vorstehhund (Deutscher stichelhaariger Vorstehhund)","-1"
"DogBreed_De","pctl_dogbreed_de","VorstehhundMue","Vorstehhund (Großer Münsterländer Vorstehhund)","Vorstehhund (Großer Münsterländer Vorstehhund)","-1"
"DogBreed_De","pctl_dogbreed_de","VorstehhundIta","Vorstehhund (Italienischer Vorstehhund)","Vorstehhund (Italienischer Vorstehhund)","-1"
"DogBreed_De","pctl_dogbreed_de","VorstehhundSlo","Vorstehhund (Slowakischer Drahthaariger Vorstehhund)","Vorstehhund (Slowakischer Drahthaariger Vorstehhund)","-1"
"DogBreed_De","pctl_dogbreed_de","Waeller","Waeller","Waeller","-1"
"DogBreed_De","pctl_dogbreed_de","WasserhundPor","Wasserhund (Portugiesischer Wasserhund)","Wasserhund (Portugiesischer Wasserhund)","-1"
"DogBreed_De","pctl_dogbreed_de","WasserhundSpa","Wasserhund (Spanischer Wasserhund)","Wasserhund (Spanischer Wasserhund)","-1"
"DogBreed_De","pctl_dogbreed_de","Weimaraner","Weimaraner","Weimaraner","-1"
"DogBreed_De","pctl_dogbreed_de","WelshCard","Welsh Corgi Cardigan","Welsh Corgi Cardigan","-1"
"DogBreed_De","pctl_dogbreed_de","WelshPemb","Welsh Corgi Pembroke","Welsh Corgi Pembroke","-1"
"DogBreed_De","pctl_dogbreed_de","WestsibirischerLaika","Westsibirischer Laika","Westsibirischer Laika","-1"
"DogBreed_De","pctl_dogbreed_de","Wetterhoun","Wetterhoun","Wetterhoun","-1"
"DogBreed_De","pctl_dogbreed_de","Whippet","Whippet","Whippet","-1"
"DogBreed_De","pctl_dogbreed_de","WindhundAfgh","Windhund (Afghanischer Windhund)","Windhund (Afghanischer Windhund)","-1"
"DogBreed_De","pctl_dogbreed_de","WindhundArab","Windhund (Arabischer Windhund)","Windhund (Arabischer Windhund)","-1"
"DogBreed_De","pctl_dogbreed_de","WindhundRuss","Windhund (Russischer Windhund)","Windhund (Russischer Windhund)","-1"
"DogBreed_De","pctl_dogbreed_de","WindhundSpan","Windhund (Spanischer Windhund)","Windhund (Spanischer Windhund)","-1"
"DogBreed_De","pctl_dogbreed_de","WindhundUnga","Windhund (Ungarischer Windhund)","Windhund (Ungarischer Windhund)","-1"
"DogBreed_De","pctl_dogbreed_de","Wolfshund","Wolfshund (Irischer Wolfshund)","Wolfshund (Irischer Wolfshund)","-1"
"DriverExperience","pctl_driverexperience","Morethan2","More than 2 years","Mehr als 2 Jahre Erfahrung","1"
"DriverExperience","pctl_driverexperience","onetotwo","1 - 2 years","1 - 2 Jahre Erfahrung","2"
"DriverExperience","pctl_driverexperience","sixtoelevenmo","6 - 11 months","6 - 11 Monate Erfahrung","3"
"DriverExperience","pctl_driverexperience","lessthan6mo","Less than 6 months","Weniger als 6 Monate Erfahrung","4"
"DriverExperience","pctl_driverexperience","LessThan5","Less than 5","Weniger als 5 Jahre Erfahrung","1"
"DriverExperience","pctl_driverexperience","FiveToTen","5 to 10","5 - 10 Jahre Erfahrung","2"
"DriverExperience","pctl_driverexperience","TenToTwenty","10 to 20","10 - 20 Jahre Erfahrung","3"
"DriverExperience","pctl_driverexperience","MoreThanTwenty","More than 20","Hauptfahrer mit weniger als 5 Jahren Fahrpraxis","4"
"EffDatedChangeType","pctl_effdatedchangetype","slice","Slice","Änderung im Anteilmodus vorgenommen","-1"
"EffDatedChangeType","pctl_effdatedchangetype","slice_merged","SliceMerged","Änderungen an Bean werden bei Änderung von OOSE aufgelöst","-1"
"EffDatedChangeType","pctl_effdatedchangetype","window","Window","Änderung im Fenstermodus vorgenommen","-1"
"EffDatedChangeType","pctl_effdatedchangetype","merge_base","MergeBase","Die Basis für Zusammenführungen, wenn die Entität kein BasedOn hat.","-1"
"EffDatedChangeType","pctl_effdatedchangetype","merge","Merge","Änderung durch Zusammenführung einer Änderung","-1"
"EffectivenessGrade","pctl_effectivenessgrade","00","N/A","k. A.","0"
"EffectivenessGrade","pctl_effectivenessgrade","01","1","1","1"
"EffectivenessGrade","pctl_effectivenessgrade","02","2","2","2"
"EffectivenessGrade","pctl_effectivenessgrade","03","3","3","3"
"EffectivenessGrade","pctl_effectivenessgrade","04","4","4","4"
"EffectivenessGrade","pctl_effectivenessgrade","05","5","5","5"
"EffectivenessGrade","pctl_effectivenessgrade","06","6","6","6"
"EffectivenessGrade","pctl_effectivenessgrade","07","7","7","7"
"EffectivenessGrade","pctl_effectivenessgrade","08","8","8","8"
"EffectivenessGrade","pctl_effectivenessgrade","09","9","9","9"
"EffectivenessGrade","pctl_effectivenessgrade","10","10","10","10"
"EmployeeClass","pctl_employeeclass","Timekeepers","Timekeepers and assistants","Arbeitszeitkontrolleure und Assistenten","-1"
"EmployeeClass","pctl_employeeclass","MedicalDirectors","Medical directors","Ärztliche Direktoren","-1"
"EmployeeClass","pctl_employeeclass","Instructors","Instructors having custody of money/securities","Ausbilder, die Geld/Sicherheiten in Verwahrung haben","-1"
"EmployeeClass","pctl_employeeclass","StockClerks","Stock clerks","Bankkaufleute","-1"
"EmployeeClass","pctl_employeeclass","LockerRoomAttendants","Locker room attendants","Beschäftigte im Umkleideraum","-1"
"EmployeeClass","pctl_employeeclass","Bookkeepers","Bookkeepers","Buchhalter","-1"
"EmployeeClass","pctl_employeeclass","Accountants","Accountants and assistants","Buchhalter und Assistenten","-1"
"EmployeeClass","pctl_employeeclass","BusDrivers","Bus drivers","Busfahrer","-1"
"EmployeeClass","pctl_employeeclass","Dietitians","Dietitians who order food","Diätspezialisten, die Lebensmittel bestellen","-1"
"EmployeeClass","pctl_employeeclass","Buyers","Buyers and assistants","Einkäufer und Assistenten","-1"
"EmployeeClass","pctl_employeeclass","PurchasingAgents","Purchasing agents and assistants","Einkäufer und Assistenten","-1"
"EmployeeClass","pctl_employeeclass","OutsideMessengers","Outside messengers","Externe Boten und Kuriere","-1"
"EmployeeClass","pctl_employeeclass","Drivers","Drivers and drivers' helpers","Fahrer und Hilfskräfte der Fahrer","-1"
"EmployeeClass","pctl_employeeclass","Appraisers","Appraisers and clerks acting as appraisers","Gutachter und Sachbearbeiter, die als Gutachter fungieren","-1"
"EmployeeClass","pctl_employeeclass","Superintendents","Superintendents and assistants","Inspektoren und Assistenten","-1"
"EmployeeClass","pctl_employeeclass","Cashiers","Cashiers and assistants","Kassierer und Assistenten","-1"
"EmployeeClass","pctl_employeeclass","Chefs","Chefs who order food","Küchenchefs, die Lebensmittel bestellen","-1"
"EmployeeClass","pctl_employeeclass","Canvassers","Canvassers (door-to-door salespeople)","Kundenwerber (Vertreter für das Haustürgeschäft)","-1"
"EmployeeClass","pctl_employeeclass","StoreroomPersonnel","Storeroom personnel","Lageristen","-1"
"EmployeeClass","pctl_employeeclass","WarehousePersonnel","Warehouse personnel","Lagerpersonal","-1"
"EmployeeClass","pctl_employeeclass","Storekeepers","Storekeepers","Lagerverwalter","-1"
"EmployeeClass","pctl_employeeclass","FoodInspectors","Food Inspectors","Lebensmittelkontrolleure","-1"
"EmployeeClass","pctl_employeeclass","Teachers","Teachers having custody of money/securities","Lehrer, die Geld/Sicherheiten in Verwahrung haben","-1"
"EmployeeClass","pctl_employeeclass","HeadPharmacists","Head pharmacists","Leitende Pharmazeuten","-1"
"EmployeeClass","pctl_employeeclass","DeliveryPersons","Delivery persons","Lieferanten","-1"
"EmployeeClass","pctl_employeeclass","TruckDrivers","Truck drivers","Lkw-Fahrer","-1"
"EmployeeClass","pctl_employeeclass","PayrollDistributers","Payroll distributers","Lohnbuchhalter","-1"
"EmployeeClass","pctl_employeeclass","MaitreDs","Maitre d's and assistants","Maitre d's und Assistenten","-1"
"EmployeeClass","pctl_employeeclass","Managers","Managers and assistants","Manager und Assistenten","-1"
"EmployeeClass","pctl_employeeclass","ComputerProgrammers","Computer programmers","Programmierer","-1"
"EmployeeClass","pctl_employeeclass","Demonstrators","Demonstrators","Propagandisten","-1"
"EmployeeClass","pctl_employeeclass","Auditors","Auditors and assistants","Prüfer und Assistenten","-1"
"EmployeeClass","pctl_employeeclass","RefineryGaugers","Refinery gaugers handling refined gas/oil","Raffinerie-Eichmeister, die für die Verarbeitung von raffiniertem Gas/Öl zuständig sind","-1"
"EmployeeClass","pctl_employeeclass","Comptrollers","Comptrollers and assistants","Rechnungsprüfer und Assistenten","-1"
"EmployeeClass","pctl_employeeclass","Attorneys","Attorneys","Rechtsanwälte","-1"
"EmployeeClass","pctl_employeeclass","Janitors","Janitors","Reinigungspersonal","-1"
"EmployeeClass","pctl_employeeclass","ShippingClerks","Shipping clerks","Sachbearbeiter im Warenausgang","-1"
"EmployeeClass","pctl_employeeclass","ReceivingClerks","Receiving clerks","Sachbearbeiter im Warenempfang","-1"
"EmployeeClass","pctl_employeeclass","CreditClerks","Credit clerks and managers","Sachbearbeiter und Manager in der Buchhaltung","-1"
"EmployeeClass","pctl_employeeclass","Adjusters","Adjusters","Schadensregulierer","-1"
"EmployeeClass","pctl_employeeclass","SecurityPersonnel","Security personnel","Sicherheitspersonal","-1"
"EmployeeClass","pctl_employeeclass","WineStewards","Wine stewards","Sommeliers","-1"
"EmployeeClass","pctl_employeeclass","SrvcStatAttendents","Service station attendents","Tankwarte","-1"
"EmployeeClass","pctl_employeeclass","TaxiDrivers","Taxi drivers","Taxifahrer","-1"
"EmployeeClass","pctl_employeeclass","Supervisors","Supervisors and assistants","Teamleiter und Assistenten","-1"
"EmployeeClass","pctl_employeeclass","Custodians","Custodians","Treuhänder","-1"
"EmployeeClass","pctl_employeeclass","Salespeople","Salespeople","Verkäufer","-1"
"EmployeeClass","pctl_employeeclass","Collectors","Collectors","Verwaltungsbeamte","-1"
"EmployeeClass","pctl_employeeclass","Administrators","Administrators and assistants","Verwaltungsfachkräfte und Assistenten","-1"
"EmployeeClass","pctl_employeeclass","Chairpersons","Chairpersons","Vorsitzende","-1"
"EmployeeClass","pctl_employeeclass","WineCellarPersonnel","Wine cellar personnel","Weinkellerpersonal","-1"
"EmployeeLeasingType","pctl_employeeleasingtype","received","Received","Mitarbeiter, der von einem anderen Unternehmen gekommen ist","-1"
"EmployeeLeasingType","pctl_employeeleasingtype","supplied","Supplied","Mitarbeiter, der einem anderen Unternehmen zur Verfügung gestellt wird","-1"
"EmployerTypeMA","pctl_employertypema","Federal","FEDERAL AGENCY (NO TAXES APPLICABLE)","BUNDESAMT (KEINE ANFALLENDEN STEUERN)","-1"
"EmployerTypeMA","pctl_employertypema","NA","NOT APPLICABLE","NICHT ZUTREFFEND","-1"
